matched_shisetsu_bangou	before	after	interval	after_minus_before
BR0-040002-01072	II	III	1	1
BR0-040002-01073	II	II	1	0
BR0-040002-01073	II	II	3	0
BR0-040002-01073	II	III	1	1
BR0-040002-01076	II	II	1	0
BR0-040002-01076	II	II	3	0
BR0-040002-01076	II	III	1	1
BR0-040002-01080	I	II	28	1
BR0-040002-01080	II	II	4	0
BR0-040002-01085	II	III	3	1
BR0-040002-01089	I	II	30	1
BR0-040002-01089	II	II	4	0
BR0-040002-01089	II	II	5	0
BR0-040002-01090	I	II	29	1
BR0-040002-01090	II	II	4	0
BR0-040002-01090	II	II	5	0
BR0-040002-01092	III	III	4	0
BR0-040002-01094	I	II	28	1
BR0-040002-01094	II	II	4	0
BR0-040002-01095	II	II	4	0
BR0-040002-01097	II	II	5	0
BR0-040002-01098	II	II	4	0
BR0-040002-01100	III	III	4	0
BR0-040002-01100	III	III	1	0
BR0-040002-01106	II	II	1	0
BR0-040002-01106	II	III	1	1
BR0-040002-01106	I	II	2	1
BR0-040002-01106	II	II	1	0
BR0-040002-01106	I	III	1	2
BR0-040002-01106	II	II	2	0
BR0-040002-01109	II	II	5	0
BR0-040002-01111	I	II	23	1
BR0-040002-01112	I	II	24	1
BR0-040002-01112	II	II	5	0
BR0-040002-01113	I	II	14	1
BR0-040002-01115	I	II	5	1
BR0-040002-01115	II	II	5	0
BR0-040002-01116	II	III	5	1
BR0-040002-01119	I	II	27	1
BR0-040002-01119	II	II	4	0
BR0-040002-01119	II	II	5	0
BR0-040002-01126	I	II	24	1
BR0-040002-01126	II	III	1	1
BR0-040002-01126	II	III	2	1
BR0-040002-01134	II	II	5	0
BR0-040002-01135	II	II	5	0
BR0-040002-01136	I	I	5	0
BR0-040002-01137	I	I	5	0
BR0-040002-01141	I	II	4	1
BR0-040002-01141	II	II	5	0
BR0-040002-01142	I	III	1	2
BR0-040002-01142	I	II	2	1
BR0-040002-01142	II	III	1	1
BR0-040002-01149	II	II	4	0
BR0-040002-01149	II	III	5	1
BR0-040002-01150	II	III	1	1
BR0-040002-01150	II	II	1	0
BR0-040002-01152	II	II	5	0
BR0-040002-01154	II	II	4	0
BR0-040002-01161	I	I	14	0
BR0-040002-01161	I	II	1	1
BR0-040002-01161	II	II	1	0
BR0-040002-01161	II	II	1	0
BR0-040002-01161	I	II	1	1
BR0-040002-01161	II	II	1	0
BR0-040002-01161	I	II	3	1
BR0-040002-01161	II	II	1	0
BR0-040002-01162	I	II	1	1
BR0-040002-01162	II	II	1	0
BR0-040002-01162	II	II	1	0
BR0-040002-01162	I	II	1	1
BR0-040002-01162	II	II	1	0
BR0-040002-01162	I	II	3	1
BR0-040002-01162	II	II	1	0
BR0-040002-01163	I	II	5	1
BR0-040002-01164	I	II	1	1
BR0-040002-01164	II	II	1	0
BR0-040002-01164	II	II	1	0
BR0-040002-01164	I	II	1	1
BR0-040002-01164	II	II	1	0
BR0-040002-01164	I	II	3	1
BR0-040002-01164	II	II	1	0
BR0-040002-01166	II	II	5	0
BR0-040002-01172	I	II	1	1
BR0-040002-01172	I	II	3	1
BR0-040002-01179	II	III	5	1
BR0-040002-01181	I	III	25	2
BR0-040002-01181	I	III	4	2
BR0-040002-01182	I	III	25	2
BR0-040002-01182	I	III	4	2
BR0-040002-01184	I	II	27	1
BR0-040002-01184	II	II	5	0
BR0-040002-01185	I	II	5	1
BR0-040002-01186	II	II	5	0
BR0-040002-01187	II	III	5	1
BR0-040002-01189	II	II	5	0
BR0-040002-01190	II	II	5	0
BR0-040002-01191	I	II	5	1
BR0-040002-01194	I	II	18	1
BR0-040002-01194	II	II	5	0
BR0-040002-01199	II	II	5	0
BR0-040002-01200	III	III	5	0
BR0-040002-01201	II	II	5	0
BR0-040002-01202	II	II	5	0
BR0-040002-01203	II	II	4	0
BR0-040002-01204	II	II	3	0
BR0-040002-01204	II	II	2	0
BR0-040002-01204	II	II	3	0
BR0-040002-01206	I	II	28	1
BR0-040002-01206	II	II	5	0
BR0-040002-01207	II	II	1	0
BR0-040002-01207	II	II	3	0
BR0-040002-01207	II	III	1	1
BR0-040002-01208	III	III	5	0
BR0-040002-01210	II	II	5	0
BR0-040002-01211	III	III	5	0
BR0-040002-01212	III	III	5	0
BR0-040002-01218	II	II	4	0
BR0-040002-01221	I	II	5	1
BR0-040002-01222	II	II	1	0
BR0-040002-01222	II	III	3	1
BR0-040002-01222	III	III	2	0
BR0-040002-01223	I	II	5	1
BR0-040002-01223	II	II	1	0
BR0-040002-01223	II	III	1	1
BR0-040002-01223	I	II	2	1
BR0-040002-01223	II	II	1	0
BR0-040002-01223	I	III	1	2
BR0-040002-01223	II	II	2	0
BR0-040002-01225	II	II	5	0
BR0-040002-01226	I	III	29	2
BR0-040002-01226	III	III	5	0
BR0-040002-01227	I	I	30	0
BR0-040002-01227	I	I	5	0
BR0-040002-01229	II	II	4	0
BR0-040002-01235	III	III	5	0
BR0-040002-01235	III	III	2	0
BR0-040002-01238	II	II	4	0
BR0-040002-01241	II	II	5	0
BR0-040002-01245	II	II	4	0
BR0-040002-01246	II	II	4	0
BR0-040002-01247	II	II	4	0
BR0-040002-01248	II	II	4	0
BR0-040002-01249	I	I	28	0
BR0-040002-01249	I	II	4	1
BR0-040002-01251	II	III	4	1
BR0-040002-01271	II	II	3	0
BR0-040002-01271	II	II	2	0
BR0-040002-01271	II	II	3	0
BR0-040002-01273	II	II	2	0
BR0-040002-01273	II	II	3	0
BR0-040002-01273	II	II	2	0
BR0-040002-01274	I	II	23	1
BR0-040002-01274	II	II	5	0
BR0-040002-01275	II	II	4	0
BR0-040002-01276	II	III	4	1
BR0-040002-01277	II	II	4	0
BR0-040002-01281	I	II	9	1
BR0-040002-01281	II	II	1	0
BR0-040002-01281	II	II	1	0
BR0-040002-01281	II	II	1	0
BR0-040002-01281	II	II	4	0
BR0-040002-01281	II	II	1	0
BR0-040002-01282	I	II	9	1
BR0-040002-01282	II	II	1	0
BR0-040002-01282	II	II	1	0
BR0-040002-01282	II	II	1	0
BR0-040002-01282	II	II	4	0
BR0-040002-01282	II	II	1	0
BR0-040002-01284	II	II	5	0
BR0-040002-01285	II	II	4	0
BR0-040002-01289	II	II	4	0
BR0-040002-01289	II	II	1	0
BR0-040002-01290	I	III	23	2
BR0-040002-01290	III	III	2	0
BR0-040002-01290	III	III	3	0
BR0-040002-01291	II	II	4	0
BR0-040002-01292	I	II	4	1
BR0-040002-01298	I	I	29	0
BR0-040002-01298	I	II	5	1
BR0-040002-01299	I	I	5	0
BR0-040002-01302	I	I	5	0
BR0-040002-01311	II	II	5	0
BR0-040002-01315	II	II	5	0
BR0-040002-01316	II	II	5	0
BR0-040002-01318	II	II	5	0
BR0-040002-01319	I	II	1	1
BR0-040002-01319	II	II	1	0
BR0-040002-01319	I	II	1	1
BR0-040002-01319	II	II	1	0
BR0-040002-01320	I	II	1	1
BR0-040002-01320	II	II	1	0
BR0-040002-01320	I	II	1	1
BR0-040002-01320	II	II	1	0
BR0-040002-01321	I	II	1	1
BR0-040002-01321	II	II	1	0
BR0-040002-01321	I	II	1	1
BR0-040002-01321	II	II	1	0
BR0-040002-01322	II	II	5	0
BR0-040002-01325	II	II	5	0
BR0-040002-01326	I	II	5	1
BR0-040002-01332	II	III	4	1
BR0-040002-01339	II	III	3	1
BR0-040002-01339	II	III	3	1
BR0-040002-01341	I	II	22	1
BR0-040002-01341	II	II	5	0
BR0-040002-01343	I	II	23	1
BR0-040002-01343	II	II	4	0
BR0-040002-01345	III	III	5	0
BR0-040002-01348	I	II	7	1
BR0-040002-01348	II	II	2	0
BR0-040002-01348	I	II	5	1
BR0-040002-01349	I	II	9	1
BR0-040002-01349	II	II	2	0
BR0-040002-01349	I	II	5	1
BR0-040002-01351	II	II	5	0
BR0-040002-01352	I	II	20	1
BR0-040002-01352	II	III	1	1
BR0-040002-01352	II	II	1	0
BR0-040002-01354	II	II	4	0
BR0-040002-01354	II	II	5	0
BR0-040002-01355	I	I	1	0
BR0-040002-01355	I	III	4	2
BR0-040002-01355	II	II	1	0
BR0-040002-01358	I	III	22	2
BR0-040002-01358	I	I	1	0
BR0-040002-01358	I	III	4	2
BR0-040002-01358	II	II	1	0
BR0-040002-01362	I	II	1	1
BR0-040002-01362	I	II	3	1
BR0-040002-01365	I	II	23	1
BR0-040002-01365	II	II	4	0
BR0-040002-01366	II	II	5	0
BR0-040002-01369	I	II	5	1
BR0-040002-01380	I	II	23	1
BR0-040002-01380	II	II	4	0
BR0-040002-01381	II	II	5	0
BR0-040002-01382	I	II	13	1
BR0-040002-01382	II	II	1	0
BR0-040002-01382	II	II	5	0
BR0-040002-01385	II	II	5	0
BR0-040002-01386	I	II	1	1
BR0-040002-01386	I	II	3	1
BR0-040002-01388	I	II	22	1
BR0-040002-01388	II	II	5	0
BR0-040002-01397	II	II	5	0
BR0-040002-01398	I	I	15	0
BR0-040002-01398	I	I	5	0
BR0-040002-01400	II	II	2	0
BR0-040002-01400	II	II	3	0
BR0-040002-01400	II	II	2	0
BR0-040002-01403	III	III	5	0
BR0-040002-01404	II	III	5	1
BR0-040002-01407	II	II	5	0
BR0-040002-01408	II	II	4	0
BR0-040002-01409	II	II	5	0
BR0-040002-01421	I	II	4	1
BR0-040002-01421	II	II	5	0
BR0-040002-01423	I	I	9	0
BR0-040002-01423	I	II	1	1
BR0-040002-01423	I	II	3	1
BR0-040002-01424	I	II	5	1
BR0-040002-01425	II	II	5	0
BR0-040002-01426	I	II	5	1
BR0-040002-01426	II	II	5	0
BR0-040002-01431	I	II	5	1
BR0-040002-01431	II	II	5	0
BR0-040002-01433	III	III	5	0
BR0-040002-01435	I	II	5	1
BR0-040002-01435	II	II	5	0
BR0-040002-01436	II	II	5	0
BR0-040002-01436	II	II	5	0
BR0-040002-01437	II	II	5	0
BR0-040002-01437	II	II	5	0
BR0-040002-01438	II	II	5	0
BR0-040002-01438	II	II	5	0
BR0-040002-01440	I	I	27	0
BR0-040002-01440	I	II	4	1
BR0-040002-01440	II	II	5	0
BR0-040002-01449	II	II	5	0
BR0-040002-01450	III	III	5	0
BR0-040002-01451	II	II	1	0
BR0-040002-01451	II	II	4	0
BR0-040002-01452	II	II	1	0
BR0-040002-01452	II	III	4	1
BR0-040002-01452	II	II	1	0
BR0-040002-01455	III	III	5	0
BR0-040002-01456	II	II	5	0
BR0-040002-01456	II	II	5	0
BR0-040002-01460	II	II	4	0
BR0-040002-01461	II	II	4	0
BR0-040002-01462	II	II	4	0
BR0-040002-01462	II	II	1	0
BR0-040002-01470	I	II	24	1
BR0-040002-01470	II	II	4	0
BR0-040002-01470	II	II	5	0
BR0-040002-01472	II	II	4	0
BR0-040002-01472	II	II	5	0
BR0-040002-01480	II	II	4	0
BR0-040002-01483	III	III	5	0
BR0-040002-01484	I	I	13	0
BR0-040002-01484	I	II	1	1
BR0-040002-01484	II	II	1	0
BR0-040002-01484	II	II	3	0
BR0-040002-01484	II	II	5	0
BR0-040002-01485	I	II	29	1
BR0-040002-01485	II	II	4	0
BR0-040002-01485	II	II	5	0
BR0-040002-01486	I	II	29	1
BR0-040002-01486	II	II	4	0
BR0-040002-01486	II	II	5	0
BR0-040002-01487	II	II	5	0
BR0-040002-01489	I	I	11	0
BR0-040002-01489	I	II	1	1
BR0-040002-01489	II	II	1	0
BR0-040002-01489	II	II	3	0
BR0-040002-01489	II	II	5	0
BR0-040002-01491	I	II	24	1
BR0-040002-01491	II	II	3	0
BR0-040002-01491	II	II	1	0
BR0-040002-01491	II	II	4	0
BR0-040002-01494	I	II	4	1
BR0-040002-01494	II	II	5	0
BR0-040002-01495	I	II	5	1
BR0-040002-01496	II	II	1	0
BR0-040002-01496	I	II	1	1
BR0-040002-01496	II	II	3	0
BR0-040002-01496	II	II	1	0
BR0-040002-01496	II	II	1	0
BR0-040002-01499	I	II	5	1
BR0-040002-01499	II	II	5	0
BR0-040002-01501	II	II	5	0
BR0-040002-01502	II	II	4	0
BR0-040002-01502	II	II	5	0
BR0-040002-01503	I	II	15	1
BR0-040002-01503	II	II	1	0
BR0-040002-01503	I	II	1	1
BR0-040002-01503	II	II	3	0
BR0-040002-01503	II	II	1	0
BR0-040002-01503	II	II	1	0
BR0-040002-01507	I	I	6	0
BR0-040002-01507	I	II	1	1
BR0-040002-01507	II	II	1	0
BR0-040002-01507	II	II	1	0
BR0-040002-01507	I	II	1	1
BR0-040002-01507	II	II	1	0
BR0-040002-01507	I	II	3	1
BR0-040002-01507	II	II	1	0
BR0-040002-01508	I	I	6	0
BR0-040002-01508	I	II	1	1
BR0-040002-01508	II	II	1	0
BR0-040002-01508	II	II	1	0
BR0-040002-01508	I	II	1	1
BR0-040002-01508	II	II	1	0
BR0-040002-01508	I	II	3	1
BR0-040002-01508	II	II	1	0
BR0-040002-01509	II	II	5	0
BR0-040002-01510	II	II	4	0
BR0-040002-01510	II	II	5	0
BR0-040002-01514	II	II	1	0
BR0-040002-01514	II	II	3	0
BR0-040002-01514	II	II	1	0
BR0-040002-01514	II	II	4	0
BR0-040002-01514	II	II	1	0
BR0-040002-01515	I	II	5	1
BR0-040002-01516	II	II	4	0
BR0-040002-01516	II	II	5	0
BR0-040002-01521	I	II	25	1
BR0-040002-01521	II	II	2	0
BR0-040002-01521	II	II	2	0
BR0-040002-01521	II	II	3	0
BR0-040002-01524	I	II	9	1
BR0-040002-01524	II	II	4	0
BR0-040002-01524	II	II	5	0
BR0-040002-01526	II	III	5	1
BR0-040002-01530	II	II	5	0
BR0-040002-01531	II	II	5	0
BR0-040002-01532	II	II	1	0
BR0-040002-01532	II	II	4	0
BR0-040002-01532	II	II	1	0
BR0-040002-01534	I	III	25	2
BR0-040002-01534	II	II	5	0
BR0-040002-01538	I	I	30	0
BR0-040002-01538	I	II	1	1
BR0-040002-01538	II	II	3	0
BR0-040002-01538	II	II	1	0
BR0-040002-01538	II	II	1	0
BR0-040002-01538	II	II	3	0
BR0-040002-01547	III	III	5	0
BR0-040002-01560	I	II	4	1
BR0-040002-01560	II	II	5	0
BR0-040002-01562	I	II	7	1
BR0-040002-01562	II	II	4	0
BR0-040002-01564	II	II	5	0
BR0-040002-01569	II	II	5	0
BR0-040002-01571	I	II	5	1
BR0-040002-01573	II	III	2	1
BR0-040002-01573	II	II	2	0
BR0-040002-01579	III	III	1	0
BR0-040002-01579	I	III	5	2
BR0-040002-01580	II	III	5	1
BR0-040002-01588	II	II	5	0
BR0-040002-01591	II	II	5	0
BR0-040002-01593	II	II	5	0
BR0-040002-01594	II	II	5	0
BR0-040002-01597	II	II	5	0
BR0-040002-01601	II	II	5	0
BR0-040002-01615	I	II	20	1
BR0-040002-01615	II	II	5	0
BR0-040002-01620	II	II	5	0
BR0-040002-01623	I	II	28	1
BR0-040002-01623	II	II	5	0
BR0-040002-01626	I	I	5	0
BR0-040002-01629	I	I	5	0
BR0-040002-01630	I	II	4	1
BR0-040002-01635	I	I	4	0
BR0-040002-01635	I	II	1	1
BR0-040002-01635	II	II	5	0
BR0-040002-01636	I	II	5	1
BR0-040002-01641	II	II	5	0
BR0-040002-01642	II	II	1	0
BR0-040002-01642	II	II	3	0
BR0-040002-01643	I	II	5	1
BR0-040002-01645	II	II	5	0
BR0-040002-01646	I	II	30	1
BR0-040002-01646	II	II	5	0
BR0-040002-01648	I	III	25	2
BR0-040002-01648	II	III	4	1
BR0-040002-01654	I	II	5	1
BR0-040002-01679	I	II	18	1
BR0-040002-01679	II	II	4	0
BR0-040002-01679	II	II	5	0
BR0-040002-01686	I	II	28	1
BR0-040002-01686	II	II	4	0
BR0-040002-01686	II	II	5	0
BR0-040002-01691	II	II	5	0
BR0-040002-01698	II	II	5	0
BR0-040002-01699	II	II	5	0
BR0-040002-01700	II	II	4	0
BR0-040002-01700	II	II	3	0
BR0-040002-01701	II	II	4	0
BR0-040002-01702	II	II	4	0
BR0-040002-01704	I	II	9	1
BR0-040002-01704	II	II	1	0
BR0-040002-01704	II	II	1	0
BR0-040002-01704	II	II	1	0
BR0-040002-01704	II	II	4	0
BR0-040002-01704	II	II	1	0
BR0-040002-01705	I	II	9	1
BR0-040002-01705	II	II	1	0
BR0-040002-01705	II	II	1	0
BR0-040002-01705	II	II	1	0
BR0-040002-01705	II	II	4	0
BR0-040002-01705	II	II	1	0
BR0-040002-01709	I	II	9	1
BR0-040002-01709	II	II	1	0
BR0-040002-01709	II	II	1	0
BR0-040002-01709	II	II	1	0
BR0-040002-01709	II	II	4	0
BR0-040002-01709	II	II	1	0
BR0-040002-01712	I	II	27	1
BR0-040002-01712	II	II	4	0
BR0-040002-01713	I	III	25	2
BR0-040002-01713	III	III	5	0
BR0-040002-01720	II	II	5	0
BR0-040002-01723	I	II	24	1
BR0-040002-01723	II	III	5	1
BR0-040002-01724	II	III	5	1
BR0-040002-01726	II	II	5	0
BR0-040002-01727	II	II	5	0
BR0-040002-01728	II	III	4	1
BR0-040002-01729	II	II	5	0
BR0-040002-01730	II	II	5	0
BR0-040002-01736	II	II	5	0
BR0-040002-01739	I	II	12	1
BR0-040002-01739	II	II	2	0
BR0-040002-01739	I	II	5	1
BR0-040002-01746	I	II	5	1
BR0-040002-01746	II	II	5	0
BR0-040002-01754	II	II	1	0
BR0-040002-01754	II	III	1	1
BR0-040002-01754	I	II	2	1
BR0-040002-01754	II	II	1	0
BR0-040002-01754	I	III	1	2
BR0-040002-01754	II	II	2	0
BR0-040002-01755	I	II	1	1
BR0-040002-01755	II	II	1	0
BR0-040002-01755	II	II	1	0
BR0-040002-01755	I	II	1	1
BR0-040002-01755	II	II	1	0
BR0-040002-01755	I	II	3	1
BR0-040002-01755	II	II	1	0
BR0-040002-01756	I	I	5	0
BR0-040002-01756	I	II	1	1
BR0-040002-01756	II	II	1	0
BR0-040002-01756	II	II	3	0
BR0-040002-01756	II	II	5	0
BR0-040002-01757	II	II	5	0
BR0-040002-01758	II	II	1	0
BR0-040002-01758	II	II	1	0
BR0-040002-01758	II	II	1	0
BR0-040002-01758	II	II	4	0
BR0-040002-01758	II	II	1	0
BR0-040002-01760	II	II	4	0
BR0-040002-01760	II	II	1	0
BR0-040002-01774	I	I	5	0
BR0-040002-01775	I	I	5	0
BR0-040002-01798	II	II	5	0
BR0-040002-01806	I	II	24	1
BR0-040002-01806	II	II	4	0
BR0-040002-01807	II	II	5	0
BR0-040002-01808	I	II	4	1
BR0-040002-01810	II	II	4	0
BR0-040002-01813	III	III	4	0
BR0-040002-01821	I	I	25	0
BR0-040002-01821	I	II	5	1
BR0-040002-01822	I	I	25	0
BR0-040002-01822	I	II	5	1
BR0-040002-01827	I	II	6	1
BR0-040002-01848	I	I	1	0
BR0-040002-01849	I	I	1	0
BR0-040002-01850	I	I	1	0
BR0-040002-01851	I	I	1	0
BR0-040002-01852	I	I	1	0
BR0-040002-01859	I	I	1	0
BR0-040002-01860	I	I	1	0
BR0-040002-01861	I	I	1	0
BR0-040002-01862	I	II	1	1
BR0-040002-01883	I	I	6	0
BR0-040002-01896	I	I	6	0
BR0-040002-01897	I	I	6	0
BR0-040002-01943	I	I	5	0
BR0-040002-01958	I	II	18	1
BR0-041009-00001	II	II	4	0
BR0-041009-00002	I	I	4	0
BR0-041009-00006	II	II	5	0
BR0-041009-00017	I	II	29	1
BR0-041009-00017	II	II	5	0
BR0-041009-00030	I	II	7	1
BR0-041009-00030	II	II	5	0
BR0-041009-00031	II	III	4	1
BR0-041009-00033	III	III	4	0
BR0-041009-00041	I	III	2	2
BR0-041009-00062	II	II	4	0
BR0-041009-00066	I	I	27	0
BR0-041009-00066	I	II	4	1
BR0-041009-00093	II	II	3	0
BR0-041009-00096	II	II	4	0
BR0-041009-00099	II	II	3	0
BR0-041009-00099	II	II	5	0
BR0-041009-00307	I	II	19	1
BR0-041009-00319	III	III	5	0
BR0-041009-00368	I	III	1	2
BR0-041009-00368	III	III	1	0
BR0-041009-00368	II	III	2	1
BR0-041009-00379	I	I	5	0
BR0-041009-00390	I	III	28	2
BR0-041009-00390	III	IV	3	1
BR0-041009-00390	IV	IV	5	0
BR0-041009-00432	II	II	5	0
BR0-041009-00457	I	II	28	1
BR0-041009-00457	II	II	3	0
BR0-041009-00457	II	II	5	0
BR0-041009-00463	I	II	29	1
BR0-041009-00463	II	II	5	0
BR0-041009-00464	I	II	29	1
BR0-041009-00464	II	II	5	0
BR0-041009-00482	I	I	4	0
BR0-041009-00482	I	I	5	0
BR0-041009-00490	II	II	4	0
BR0-041009-00490	II	II	1	0
BR0-041009-00512	II	II	5	0
BR0-041009-00533	II	II	1	0
BR0-041009-00534	II	II	5	0
BR0-041009-00552	I	I	5	0
BR0-041009-00562	II	III	2	1
BR0-041009-00564	II	II	5	0
BR0-041009-00570	I	I	23	0
BR0-041009-00570	I	III	2	2
BR0-041009-00570	III	III	4	0
BR0-041009-00571	I	I	21	0
BR0-041009-00571	I	I	5	0
BR0-041009-00573	I	I	21	0
BR0-041009-00573	I	I	5	0
BR0-041009-00574	I	III	13	2
BR0-041009-00579	II	II	3	0
BR0-041009-00579	II	II	5	0
BR0-041009-00591	I	III	30	2
BR0-041009-00591	III	III	4	0
BR0-041009-00611	III	III	4	0
BR0-041009-00612	II	II	4	0
BR0-041009-00631	III	III	4	0
BR0-041009-00670	I	III	30	2
BR0-041009-00670	III	III	4	0
BR0-041009-00678	II	II	2	0
BR0-041009-00681	I	III	28	2
BR0-041009-00681	III	III	4	0
BR0-041009-00682	I	II	28	1
BR0-041009-00682	II	II	4	0
BR0-041009-00701	II	II	4	0
BR0-041009-00702	I	I	5	0
BR0-041009-00707	II	II	5	0
BR0-041009-00717	III	III	4	0
BR0-041009-00719	I	II	1	1
BR0-041009-00719	II	II	3	0
BR0-041009-00720	II	II	4	0
BR0-041009-00721	II	II	3	0
BR0-041009-00721	III	III	2	0
BR0-041009-00729	II	II	4	0
BR0-041009-00729	II	II	1	0
BR0-041009-00730	I	II	4	1
BR0-041009-00731	I	I	2	0
BR0-041009-00731	I	I	2	0
BR0-041009-00747	I	II	4	1
BR0-041009-00756	I	II	4	1
BR0-041009-00776	III	III	4	0
BR0-041009-00802	I	I	25	0
BR0-041009-00802	I	I	5	0
BR0-041009-00810	I	II	4	1
BR0-041009-00813	I	II	17	1
BR0-041009-00814	I	I	4	0
BR0-041009-00814	I	I	5	0
BR0-041009-00815	I	II	4	1
BR0-041009-00817	I	I	6	0
BR0-041009-00817	I	I	5	0
BR0-041009-00820	I	I	4	0
BR0-041009-00820	I	I	5	0
BR0-041009-00823	I	I	4	0
BR0-041009-00823	I	I	5	0
BR0-041009-00825	I	I	5	0
BR0-041009-00827	II	II	4	0
BR0-041009-00827	II	II	5	0
BR0-041009-00830	I	I	25	0
BR0-041009-00830	I	II	4	1
BR0-041009-00831	I	II	4	1
BR0-041009-00832	II	II	4	0
BR0-041009-00833	I	I	13	0
BR0-041009-00833	I	II	4	1
BR0-041009-00836	I	I	19	0
BR0-041009-00836	I	II	4	1
BR0-041009-00837	I	II	19	1
BR0-041009-00837	II	III	4	1
BR0-041009-00838	I	I	19	0
BR0-041009-00838	I	II	4	1
BR0-041009-00839	I	I	19	0
BR0-041009-00839	I	II	4	1
BR0-041009-00840	I	II	4	1
BR0-041009-00842	II	II	5	0
BR0-041009-00843	I	I	15	0
BR0-041009-00843	I	II	4	1
BR0-041009-00844	I	II	29	1
BR0-041009-00844	II	II	4	0
BR0-041009-00844	II	II	5	0
BR0-041009-00848	I	I	15	0
BR0-041009-00848	I	II	4	1
BR0-041009-00849	I	II	7	1
BR0-041009-00849	II	II	4	0
BR0-041009-00850	II	II	4	0
BR0-041009-00850	II	II	5	0
BR0-041009-00851	II	II	4	0
BR0-041009-00851	II	II	5	0
BR0-041009-00852	I	I	14	0
BR0-041009-00852	I	I	5	0
BR0-041009-00856	I	I	29	0
BR0-041009-00856	I	I	4	0
BR0-041009-00856	I	I	5	0
BR0-041009-00857	II	II	4	0
BR0-041009-00858	I	II	23	1
BR0-041009-00858	I	I	5	0
BR0-041009-00860	I	I	10	0
BR0-041009-00860	I	I	4	0
BR0-041009-00860	I	I	5	0
BR0-041009-00862	I	I	21	0
BR0-041009-00862	I	I	4	0
BR0-041009-00862	I	I	5	0
BR0-041009-00864	I	I	26	0
BR0-041009-00864	I	I	4	0
BR0-041009-00864	I	I	5	0
BR0-041009-00866	I	I	28	0
BR0-041009-00866	I	I	4	0
BR0-041009-00866	I	I	5	0
BR0-041009-00868	I	II	28	1
BR0-041009-00868	II	II	3	0
BR0-041009-00868	II	II	2	0
BR0-041009-00869	I	II	28	1
BR0-041009-00869	I	I	5	0
BR0-041009-00870	I	I	17	0
BR0-041009-00870	I	I	4	0
BR0-041009-00870	I	I	5	0
BR0-041009-00871	I	II	21	1
BR0-041009-00871	I	I	5	0
BR0-041009-00872	I	II	2	1
BR0-041009-00872	I	I	5	0
BR0-041009-00873	I	I	4	0
BR0-041009-00873	I	I	5	0
BR0-041009-00874	I	III	1	2
BR0-041009-00874	I	II	1	1
BR0-041009-00875	I	I	4	0
BR0-041009-00875	I	I	5	0
BR0-041009-00876	I	I	4	0
BR0-041009-00876	I	I	5	0
BR0-041009-00877	I	I	21	0
BR0-041009-00877	I	II	4	1
BR0-041009-00878	I	II	4	1
BR0-041009-00884	I	I	28	0
BR0-041009-00884	I	II	1	1
BR0-041009-00884	II	II	3	0
BR0-041009-00887	I	I	19	0
BR0-041009-00887	I	II	4	1
BR0-041009-00888	I	I	21	0
BR0-041009-00888	I	II	4	1
BR0-041009-00900	I	I	5	0
BR0-041009-00904	III	III	5	0
BR0-041009-00907	II	II	5	0
BR0-041009-00908	II	II	2	0
BR0-041009-00908	II	II	3	0
BR0-041009-00908	II	II	5	0
BR0-041009-00910	I	II	24	1
BR0-041009-00910	I	I	5	0
BR0-041009-00911	I	II	24	1
BR0-041009-00911	I	I	5	0
BR0-041009-00912	II	II	3	0
BR0-041009-00914	II	II	3	0
BR0-041009-00915	I	I	5	0
BR0-041009-00917	I	III	26	2
BR0-041009-00917	III	III	5	0
BR0-041009-00918	III	III	4	0
BR0-041009-00920	II	III	5	1
BR0-041009-00922	I	II	4	1
BR0-041009-00927	II	II	5	0
BR0-041009-00929	I	II	2	1
BR0-041009-00942	II	II	5	0
BR0-041009-00961	I	I	5	0
BR0-041009-00981	I	I	3	0
BR0-041009-00981	I	III	1	2
BR0-041009-00981	III	III	1	0
BR0-041009-00981	II	III	2	1
BR0-041009-00983	I	I	5	0
BR0-042021-00001	I	II	1	1
BR0-042021-00001	II	II	2	0
BR0-042021-00001	II	II	3	0
BR0-042021-00001	II	II	2	0
BR0-042021-00008	II	III	5	1
BR0-042021-00010	III	III	5	0
BR0-042021-00013	II	II	5	0
BR0-042021-00019	II	II	5	0
BR0-042021-00023	II	II	4	0
BR0-042021-00025	II	II	5	0
BR0-042021-00026	II	II	5	0
BR0-042021-00030	II	II	5	0
BR0-042021-00031	II	II	5	0
BR0-042021-00032	II	II	4	0
BR0-042021-00033	II	II	4	0
BR0-042021-00039	II	II	5	0
BR0-042021-00042	II	II	5	0
BR0-042021-00044	II	II	4	0
BR0-042021-00045	II	III	5	1
BR0-042021-00049	I	I	5	0
BR0-042021-00050	II	II	4	0
BR0-042021-00051	I	I	5	0
BR0-042021-00053	I	II	1	1
BR0-042021-00053	II	II	5	0
BR0-042021-00054	II	II	5	0
BR0-042021-00056	II	II	4	0
BR0-042021-00057	II	II	5	0
BR0-042021-00058	II	II	5	0
BR0-042021-00059	II	II	5	0
BR0-042021-00060	II	II	5	0
BR0-042021-00061	II	II	4	0
BR0-042021-00063	II	II	5	0
BR0-042021-00066	II	II	5	0
BR0-042021-00067	II	II	5	0
BR0-042021-00070	I	I	5	0
BR0-042021-00074	II	II	5	0
BR0-042021-00075	II	II	5	0
BR0-042021-00078	II	II	5	0
