shisetsu_id,shisetsu_bangou,syogen.kasetsu_nendo,syogen.shisetsu.meisyou,syogen.rosen.meisyou,syogen.kouzou_keishiki.joubu,syogen.kanrisya.meisyou,syogen.gyousei_kuiki.todoufuken_mei,syogen.gyousei_kuiki.shikuchouson_mei,tenken.kiroku.hantei_kubun,緯度,経度,判定,架設年度,橋名,路線,市区町村,管理者,構造上部,施設番号,構造上部_百の位,健全度
"38.04207,140.67431",BR0-043010-00110,2020,侭下1号橋,松圃椚林線,335.0,蔵王町,宮城県,蔵王町,1.0,38.04207,140.67431,1,2020,侭下1号橋,松圃椚林線,蔵王町,蔵王町,335.0,BR0-043010-00110,3,1
"38.04160,140.67464",BR0-043010-00111,2020,侭下2号橋,松圃椚林線,335.0,蔵王町,宮城県,蔵王町,1.0,38.0416,140.67464,1,2020,侭下2号橋,松圃椚林線,蔵王町,蔵王町,335.0,BR0-043010-00111,3,1
"37.98591,140.43651",BR0-043028-00033,不明,足沢橋,町道烏川線,321.0,七ヶ宿町,宮城県,七ヶ宿町,3.0,37.98591,140.43651,3,不明,足沢橋,町道烏川線,七ヶ宿町,七ヶ宿町,321.0,BR0-043028-00033,3,3
"37.99620,140.44330",BR0-043028-00035,不明,穴沢橋,町道神林線,310.0,七ヶ宿町,宮城県,七ヶ宿町,2.0,37.9962,140.4433,2,不明,穴沢橋,町道神林線,七ヶ宿町,七ヶ宿町,310.0,BR0-043028-00035,3,2
"38.00138,140.43077",BR0-043028-00045,不明,実沢橋,町道大深沢線,335.0,七ヶ宿町,宮城県,七ヶ宿町,2.0,38.00138,140.43077,2,不明,実沢橋,町道大深沢線,七ヶ宿町,七ヶ宿町,335.0,BR0-043028-00045,3,2
"37.99258,140.45074",BR0-043028-00046,1963,宮田橋,町道宮田線,310.0,七ヶ宿町,宮城県,七ヶ宿町,2.0,37.99258,140.45074,2,1963,宮田橋,町道宮田線,七ヶ宿町,七ヶ宿町,310.0,BR0-043028-00046,3,2
"38.02366,140.36245",BR0-043028-00048,不明,茂ヶ沢３号橋,町道茂ヶ沢線,310.0,七ヶ宿町,宮城県,七ヶ宿町,2.0,38.02366,140.36245,2,不明,茂ヶ沢３号橋,町道茂ヶ沢線,七ヶ宿町,七ヶ宿町,310.0,BR0-043028-00048,3,2
"38.02638,140.35876",BR0-043028-00049,不明,茂ヶ沢４号橋,町道茂ヶ沢線,321.0,七ヶ宿町,宮城県,七ヶ宿町,2.0,38.02638,140.35876,2,不明,茂ヶ沢４号橋,町道茂ヶ沢線,七ヶ宿町,七ヶ宿町,321.0,BR0-043028-00049,3,2
"38.02905,140.35626",BR0-043028-00050,不明,茂ヶ沢５号橋,町道茂ヶ沢線,321.0,七ヶ宿町,宮城県,七ヶ宿町,2.0,38.02905,140.35626,2,不明,茂ヶ沢５号橋,町道茂ヶ沢線,七ヶ宿町,七ヶ宿町,321.0,BR0-043028-00050,3,2
"37.99163,140.44487",BR0-043028-00055,不明,明神前橋,町道明神前線,310.0,七ヶ宿町,宮城県,七ヶ宿町,2.0,37.99163,140.44487,2,不明,明神前橋,町道明神前線,七ヶ宿町,七ヶ宿町,310.0,BR0-043028-00055,3,2
"38.01925,140.46042",BR0-043028-00056,不明,大萱橋,町道大萱線,310.0,七ヶ宿町,宮城県,七ヶ宿町,2.0,38.01925,140.46042,2,不明,大萱橋,町道大萱線,七ヶ宿町,七ヶ宿町,310.0,BR0-043028-00056,3,2
"38.01111,140.44762",BR0-043028-00058,1970,大穴沢２号橋,町道関大萱線,310.0,七ヶ宿町,宮城県,七ヶ宿町,2.0,38.01111,140.44762,2,1970,大穴沢２号橋,町道関大萱線,七ヶ宿町,七ヶ宿町,310.0,BR0-043028-00058,3,2
"38.05802,140.72483",BR0-043214-00001,不明,蟹清水橋,町道堤幹線,335.0,大河原町,宮城県,大河原町,1.0,38.05802,140.72483,1,不明,蟹清水橋,町道堤幹線,大河原町,大河原町,335.0,BR0-043214-00001,3,1
"38.03529,140.71553",BR0-043214-00002,1972,大井戸２号橋,町道堤幹線,335.0,大河原町,宮城県,大河原町,2.0,38.03529,140.71553,2,1972,大井戸２号橋,町道堤幹線,大河原町,大河原町,335.0,BR0-043214-00002,3,2
"38.05972,140.72639",BR0-043214-00003,1972,堤上道添橋,町道堤幹線,335.0,大河原町,宮城県,大河原町,2.0,38.05972,140.72639,2,1972,堤上道添橋,町道堤幹線,大河原町,大河原町,335.0,BR0-043214-00003,3,2
"38.06142,140.71521",BR0-043214-00004,1993,堤幹線橋,町道堤幹線,335.0,大河原町,宮城県,大河原町,2.0,38.06142,140.71521,2,1993,堤幹線橋,町道堤幹線,大河原町,大河原町,335.0,BR0-043214-00004,3,2
"38.06122,140.71698",BR0-043214-00005,1964,船水錦町２号橋,町道駅東線,310.0,大河原町,宮城県,大河原町,2.0,38.06122,140.71698,2,1964,船水錦町２号橋,町道駅東線,大河原町,大河原町,310.0,BR0-043214-00005,3,2
"38.06008,140.69182",BR0-043214-00006,1990,新堀橋本橋,町道西幹線,335.0,大河原町,宮城県,大河原町,2.0,38.06008,140.69182,2,1990,新堀橋本橋,町道西幹線,大河原町,大河原町,335.0,BR0-043214-00006,3,2
"38.05854,140.69140",BR0-043214-00007,1999,青木大橋,町道西幹線,335.0,大河原町,宮城県,大河原町,2.0,38.05854,140.6914,2,1999,青木大橋,町道西幹線,大河原町,大河原町,335.0,BR0-043214-00007,3,2
"38.05830,140.69162",BR0-043214-00008,1977,落口橋,町道小山田幹線,335.0,大河原町,宮城県,大河原町,2.0,38.0583,140.69162,2,1977,落口橋,町道小山田幹線,大河原町,大河原町,335.0,BR0-043214-00008,3,2
"38.05788,140.69188",BR0-043214-00009,1966,橋本橋,町道小山田幹線,310.0,大河原町,宮城県,大河原町,2.0,38.05788,140.69188,2,1966,橋本橋,町道小山田幹線,大河原町,大河原町,310.0,BR0-043214-00009,3,2
"38.05592,140.68878",BR0-043214-00012,1993,青木二ツ橋,町道金中前線,310.0,大河原町,宮城県,大河原町,2.0,38.05592,140.68878,2,1993,青木二ツ橋,町道金中前線,大河原町,大河原町,310.0,BR0-043214-00012,3,2
"38.05618,140.68996",BR0-043214-00013,1990,青木五瀬橋,町道堤馬取環状線,335.0,大河原町,宮城県,大河原町,2.0,38.05618,140.68996,2,1990,青木五瀬橋,町道堤馬取環状線,大河原町,大河原町,335.0,BR0-043214-00013,3,2
"38.05587,140.69323",BR0-043214-00014,1964,天神馬取前橋,町道堤馬取環状線,310.0,大河原町,宮城県,大河原町,2.0,38.05587,140.69323,2,1964,天神馬取前橋,町道堤馬取環状線,大河原町,大河原町,310.0,BR0-043214-00014,3,2
"38.05474,140.69467",BR0-043214-00015,1993,天神和久橋,町道堤馬取環状線,335.0,大河原町,宮城県,大河原町,2.0,38.05474,140.69467,2,1993,天神和久橋,町道堤馬取環状線,大河原町,大河原町,335.0,BR0-043214-00015,3,2
"38.05354,140.69602",BR0-043214-00016,1993,火の崎橋,町道橋本環状線,335.0,大河原町,宮城県,大河原町,2.0,38.05354,140.69602,2,1993,火の崎橋,町道橋本環状線,大河原町,大河原町,335.0,BR0-043214-00016,3,2
"38.05263,140.69668",BR0-043214-00017,不明,船水上谷団地入口橋,町道上谷見城前線,335.0,大河原町,宮城県,大河原町,1.0,38.05263,140.69668,1,不明,船水上谷団地入口橋,町道上谷見城前線,大河原町,大河原町,335.0,BR0-043214-00017,3,1
"38.05172,140.69731",BR0-043214-00018,不明,角神橋,町道角神線,310.0,大河原町,宮城県,大河原町,1.0,38.05172,140.69731,1,不明,角神橋,町道角神線,大河原町,大河原町,310.0,BR0-043214-00018,3,1
"38.05070,140.69903",BR0-043214-00019,2001,青木前橋,町道青木線,321.0,大河原町,宮城県,大河原町,1.0,38.0507,140.69903,1,2001,青木前橋,町道青木線,大河原町,大河原町,321.0,BR0-043214-00019,3,1
"38.04871,140.69535",BR0-043214-00020,不明,船水高砂橋,町道高砂7号線,335.0,大河原町,宮城県,大河原町,2.0,38.04871,140.69535,2,不明,船水高砂橋,町道高砂7号線,大河原町,大河原町,335.0,BR0-043214-00020,3,2
"38.04952,140.69865",BR0-043214-00021,2011,船水錦町３号橋,町道錦町2号線,310.0,大河原町,宮城県,大河原町,1.0,38.04952,140.69865,1,2011,船水錦町３号橋,町道錦町2号線,大河原町,大河原町,310.0,BR0-043214-00021,3,1
"38.04971,140.70011",BR0-043214-00022,不明,船水錦町１号橋,町道錦町5号線,310.0,大河原町,宮城県,大河原町,1.0,38.04971,140.70011,1,不明,船水錦町１号橋,町道錦町5号線,大河原町,大河原町,310.0,BR0-043214-00022,3,1
"38.05028,140.70048",BR0-043214-00023,不明,鷺沼排水広瀬橋,町道山下線,310.0,大河原町,宮城県,大河原町,2.0,38.05028,140.70048,2,不明,鷺沼排水広瀬橋,町道山下線,大河原町,大河原町,310.0,BR0-043214-00023,3,2
"38.04985,140.70363",BR0-043214-00024,不明,鷺沼排水中屋敷橋,町道山下線,310.0,大河原町,宮城県,大河原町,1.0,38.04985,140.70363,1,不明,鷺沼排水中屋敷橋,町道山下線,大河原町,大河原町,310.0,BR0-043214-00024,3,1
"38.05085,140.70773",BR0-043214-00025,不明,鷺沼排水板倉橋,町道板倉線,310.0,大河原町,宮城県,大河原町,1.0,38.05085,140.70773,1,不明,鷺沼排水板倉橋,町道板倉線,大河原町,大河原町,310.0,BR0-043214-00025,3,1
"38.05141,140.70741",BR0-043214-00026,不明,鷺沼排水山崎橋,町道稗田前山崎線,335.0,大河原町,宮城県,大河原町,2.0,38.05141,140.70741,2,不明,鷺沼排水山崎橋,町道稗田前山崎線,大河原町,大河原町,335.0,BR0-043214-00026,3,2
"38.05232,140.70681",BR0-043214-00027,1993,船水住吉町４号橋,町道用水南線,335.0,大河原町,宮城県,大河原町,2.0,38.05232,140.70681,2,1993,船水住吉町４号橋,町道用水南線,大河原町,大河原町,335.0,BR0-043214-00027,3,2
"38.06076,140.70389",BR0-043214-00028,1964,船水住吉町１号橋,町道住吉町2号線,310.0,大河原町,宮城県,大河原町,1.0,38.06076,140.70389,1,1964,船水住吉町１号橋,町道住吉町2号線,大河原町,大河原町,310.0,BR0-043214-00028,3,1
"38.05602,140.71200",BR0-043214-00029,1964,船水住吉町２号橋,町道住吉町3号線,310.0,大河原町,宮城県,大河原町,1.0,38.05602,140.712,1,1964,船水住吉町２号橋,町道住吉町3号線,大河原町,大河原町,310.0,BR0-043214-00029,3,1
"38.05627,140.71368",BR0-043214-00030,不明,船水住吉町３号橋,町道住吉町山崎線,310.0,大河原町,宮城県,大河原町,1.0,38.05627,140.71368,1,不明,船水住吉町３号橋,町道住吉町山崎線,大河原町,大河原町,310.0,BR0-043214-00030,3,1
"38.05457,140.71465",BR0-043214-00031,1998,鷺沼排水鷺沼橋,町道鷺沼幹線,335.0,大河原町,宮城県,大河原町,1.0,38.05457,140.71465,1,1998,鷺沼排水鷺沼橋,町道鷺沼幹線,大河原町,大河原町,335.0,BR0-043214-00031,3,1
"38.05639,140.71827",BR0-043214-00033,不明,船水二本松入口橋,町道荒屋敷原前線,310.0,大河原町,宮城県,大河原町,1.0,38.05639,140.71827,1,不明,船水二本松入口橋,町道荒屋敷原前線,大河原町,大河原町,310.0,BR0-043214-00033,3,1
"38.05682,140.71901",BR0-043214-00034,不明,船水一軒地１号橋,町道一軒地団地3号線,310.0,大河原町,宮城県,大河原町,1.0,38.05682,140.71901,1,不明,船水一軒地１号橋,町道一軒地団地3号線,大河原町,大河原町,310.0,BR0-043214-00034,3,1
"38.05686,140.71912",BR0-043214-00035,不明,船水一軒地２号橋,町道安浄寺線,310.0,大河原町,宮城県,大河原町,1.0,38.05686,140.71912,1,不明,船水一軒地２号橋,町道安浄寺線,大河原町,大河原町,310.0,BR0-043214-00035,3,1
"38.05707,140.72137",BR0-043214-00036,不明,船水見城前橋,町道見城前線,310.0,大河原町,宮城県,大河原町,1.0,38.05707,140.72137,1,不明,船水見城前橋,町道見城前線,大河原町,大河原町,310.0,BR0-043214-00036,3,1
"38.07248,140.70275",BR0-043214-00037,不明,船水上谷橋,町道上谷線,310.0,大河原町,宮城県,大河原町,1.0,38.07248,140.70275,1,不明,船水上谷橋,町道上谷線,大河原町,大河原町,310.0,BR0-043214-00037,3,1
"38.07254,140.70265",BR0-043214-00038,1991,船水館前橋,町道館前1号線,335.0,大河原町,宮城県,大河原町,2.0,38.07254,140.70265,2,1991,船水館前橋,町道館前1号線,大河原町,大河原町,335.0,BR0-043214-00038,3,2
"38.06864,140.70658",BR0-043214-00039,不明,上館前橋,町道舘前1号線,399.0,大河原町,宮城県,大河原町,2.0,38.06864,140.70658,2,不明,上館前橋,町道舘前1号線,大河原町,大河原町,399.0,BR0-043214-00039,3,2
"38.06434,140.70968",BR0-043214-00040,1991,船水作業場前橋,町道館前2号線,335.0,大河原町,宮城県,大河原町,2.0,38.06434,140.70968,2,1991,船水作業場前橋,町道館前2号線,大河原町,大河原町,335.0,BR0-043214-00040,3,2
"38.06405,140.71019",BR0-043214-00041,不明,迫橋,町道舘前3号線,399.0,大河原町,宮城県,大河原町,2.0,38.06405,140.71019,2,不明,迫橋,町道舘前3号線,大河原町,大河原町,399.0,BR0-043214-00041,3,2
"38.06220,140.71260",BR0-043214-00042,1989,船水迫入橋,町道迫入線,335.0,大河原町,宮城県,大河原町,2.0,38.0622,140.7126,2,1989,船水迫入橋,町道迫入線,大河原町,大河原町,335.0,BR0-043214-00042,3,2
"38.06181,140.71356",BR0-043214-00043,2004,黒水神山橋,町道神山線,335.0,大河原町,宮城県,大河原町,1.0,38.06181,140.71356,1,2004,黒水神山橋,町道神山線,大河原町,大河原町,335.0,BR0-043214-00043,3,1
"38.06037,140.71466",BR0-043214-00044,1967,黒水白坂前橋,町道金ヶ瀬西浦線,310.0,大河原町,宮城県,大河原町,1.0,38.06037,140.71466,1,1967,黒水白坂前橋,町道金ヶ瀬西浦線,大河原町,大河原町,310.0,BR0-043214-00044,3,1
"38.06064,140.71669",BR0-043214-00045,1967,黒水学校裏橋,町道金改36号線,310.0,大河原町,宮城県,大河原町,1.0,38.06064,140.71669,1,1967,黒水学校裏橋,町道金改36号線,大河原町,大河原町,310.0,BR0-043214-00045,3,1
"38.06083,140.71917",BR0-043214-00046,1991,黒水大高山下橋,町道台部白坂線,335.0,大河原町,宮城県,大河原町,2.0,38.06083,140.71917,2,1991,黒水大高山下橋,町道台部白坂線,大河原町,大河原町,335.0,BR0-043214-00046,3,2
"38.06132,140.71956",BR0-043214-00047,不明,黒水大高山上橋,町道台部白坂線,310.0,大河原町,宮城県,大河原町,2.0,38.06132,140.71956,2,不明,黒水大高山上橋,町道台部白坂線,大河原町,大河原町,310.0,BR0-043214-00047,3,2
"38.06236,140.71835",BR0-043214-00048,不明,青木小沼橋,町道金改32号線,310.0,大河原町,宮城県,大河原町,2.0,38.06236,140.71835,2,不明,青木小沼橋,町道金改32号線,大河原町,大河原町,310.0,BR0-043214-00048,3,2
"38.06349,140.71702",BR0-043214-00049,1967,運南新葉茂木１号橋,町道金改17号線,310.0,大河原町,宮城県,大河原町,2.0,38.06349,140.71702,2,1967,運南新葉茂木１号橋,町道金改17号線,大河原町,大河原町,310.0,BR0-043214-00049,3,2
"38.06441,140.71595",BR0-043214-00050,1967,新葉茂木橋,町道金改18号線,310.0,大河原町,宮城県,大河原町,2.0,38.06441,140.71595,2,1967,新葉茂木橋,町道金改18号線,大河原町,大河原町,310.0,BR0-043214-00050,3,2
"38.06132,140.72124",BR0-043214-00051,1967,三吉新前輪２号橋,町道金改22号線,310.0,大河原町,宮城県,大河原町,2.0,38.06132,140.72124,2,1967,三吉新前輪２号橋,町道金改22号線,大河原町,大河原町,310.0,BR0-043214-00051,3,2
"38.06155,140.72302",BR0-043214-00052,不明,新堀袖谷地３号橋,町道新東橋本1号線,310.0,大河原町,宮城県,大河原町,2.0,38.06155,140.72302,2,不明,新堀袖谷地３号橋,町道新東橋本1号線,大河原町,大河原町,310.0,BR0-043214-00052,3,2
"38.06140,140.72129",BR0-043214-00053,不明,青木西２号橋,町道新東橋本1号線,310.0,大河原町,宮城県,大河原町,2.0,38.0614,140.72129,2,不明,青木西２号橋,町道新東橋本1号線,大河原町,大河原町,310.0,BR0-043214-00053,3,2
"38.06176,140.72469",BR0-043214-00054,不明,新堀火の崎橋,町道新東橋本2号線,310.0,大河原町,宮城県,大河原町,2.0,38.06176,140.72469,2,不明,新堀火の崎橋,町道新東橋本2号線,大河原町,大河原町,310.0,BR0-043214-00054,3,2
"38.06230,140.72615",BR0-043214-00055,不明,青木西１号橋,町道新東橋本2号線,321.0,大河原町,宮城県,大河原町,2.0,38.0623,140.72615,2,不明,青木西１号橋,町道新東橋本2号線,大河原町,大河原町,321.0,BR0-043214-00055,3,2
"38.06143,140.72776",BR0-043214-00056,1985,新堀火の崎２号橋,町道大耕横9号線,335.0,大河原町,宮城県,大河原町,2.0,38.06143,140.72776,2,1985,新堀火の崎２号橋,町道大耕横9号線,大河原町,大河原町,335.0,BR0-043214-00056,3,2
"38.06272,140.73037",BR0-043214-00057,2001,青木堤生活センター橋,町道小山田堤線,335.0,大河原町,宮城県,大河原町,1.0,38.06272,140.73037,1,2001,青木堤生活センター橋,町道小山田堤線,大河原町,大河原町,335.0,BR0-043214-00057,3,1
"38.06307,140.73472",BR0-043214-00058,不明,小山田南橋,町道小山田堤線,335.0,大河原町,宮城県,大河原町,1.0,38.06307,140.73472,1,不明,小山田南橋,町道小山田堤線,大河原町,大河原町,335.0,BR0-043214-00058,3,1
"38.06464,140.72910",BR0-043214-00060,不明,小島裏橋,町道嶋舘線,335.0,大河原町,宮城県,大河原町,1.0,38.06464,140.7291,1,不明,小島裏橋,町道嶋舘線,大河原町,大河原町,335.0,BR0-043214-00060,3,1
"38.06488,140.72873",BR0-043214-00061,1993,千塚堀福田下３号橋,町道千改12号線,335.0,大河原町,宮城県,大河原町,2.0,38.06488,140.72873,2,1993,千塚堀福田下３号橋,町道千改12号線,大河原町,大河原町,335.0,BR0-043214-00061,3,2
"38.06614,140.72548",BR0-043214-00062,1967,福田九蔵橋,町道千改17号線,310.0,大河原町,宮城県,大河原町,2.0,38.06614,140.72548,2,1967,福田九蔵橋,町道千改17号線,大河原町,大河原町,310.0,BR0-043214-00062,3,2
"38.06655,140.72363",BR0-043214-00063,1984,福田宮下橋,町道福橋線,310.0,大河原町,宮城県,大河原町,1.0,38.06655,140.72363,1,1984,福田宮下橋,町道福橋線,大河原町,大河原町,310.0,BR0-043214-00063,3,1
"38.06910,140.71892",BR0-043214-00064,1993,千塚堀福田下２号橋,町道福橋線,335.0,大河原町,宮城県,大河原町,2.0,38.0691,140.71892,2,1993,千塚堀福田下２号橋,町道福橋線,大河原町,大河原町,335.0,BR0-043214-00064,3,2
"38.06993,140.71779",BR0-043214-00065,1984,福田橋,町道千改19号線,310.0,大河原町,宮城県,大河原町,1.0,38.06993,140.71779,1,1984,福田橋,町道千改19号線,大河原町,大河原町,310.0,BR0-043214-00065,3,1
"38.07057,140.71690",BR0-043214-00066,1984,千塚堀福田下１号橋,町道千改11号線,310.0,大河原町,宮城県,大河原町,2.0,38.07057,140.7169,2,1984,千塚堀福田下１号橋,町道千改11号線,大河原町,大河原町,310.0,BR0-043214-00066,3,2
"38.05659,140.72736",BR0-043214-00067,1990,新堀袖谷地１号橋,町道袖谷地線,335.0,大河原町,宮城県,大河原町,2.0,38.05659,140.72736,2,1990,新堀袖谷地１号橋,町道袖谷地線,大河原町,大河原町,335.0,BR0-043214-00067,3,2
"38.05582,140.72880",BR0-043214-00068,1990,新堀袖谷地２号橋,町道袖谷地線,335.0,大河原町,宮城県,大河原町,2.0,38.05582,140.7288,2,1990,新堀袖谷地２号橋,町道袖谷地線,大河原町,大河原町,335.0,BR0-043214-00068,3,2
"38.05479,140.72579",BR0-043214-00069,1993,小山田北下橋,町道千改7号線,310.0,大河原町,宮城県,大河原町,2.0,38.05479,140.72579,2,1993,小山田北下橋,町道千改7号線,大河原町,大河原町,310.0,BR0-043214-00069,3,2
"38.05114,140.72265",BR0-043214-00070,1967,小山田北中橋,町道千改6号線,310.0,大河原町,宮城県,大河原町,2.0,38.05114,140.72265,2,1967,小山田北中橋,町道千改6号線,大河原町,大河原町,310.0,BR0-043214-00070,3,2
"38.04319,140.70263",BR0-043214-00071,1994,小山田北上橋,町道千改5号線,310.0,大河原町,宮城県,大河原町,3.0,38.04319,140.70263,3,1994,小山田北上橋,町道千改5号線,大河原町,大河原町,310.0,BR0-043214-00071,3,3
"38.04189,140.70238",BR0-043214-00072,不明,鴻の巣３号橋,町道五輪鴻の巣線,310.0,大河原町,宮城県,大河原町,2.0,38.04189,140.70238,2,不明,鴻の巣３号橋,町道五輪鴻の巣線,大河原町,大河原町,310.0,BR0-043214-00072,3,2
"38.03827,140.69834",BR0-043214-00073,不明,矢作橋,町道矢作別線,310.0,大河原町,宮城県,大河原町,2.0,38.03827,140.69834,2,不明,矢作橋,町道矢作別線,大河原町,大河原町,310.0,BR0-043214-00073,3,2
"38.03869,140.70071",BR0-043214-00074,1992,小山田南２号橋,町道姥窪線,335.0,大河原町,宮城県,大河原町,2.0,38.03869,140.70071,2,1992,小山田南２号橋,町道姥窪線,大河原町,大河原町,335.0,BR0-043214-00074,3,2
"38.03866,140.70071",BR0-043214-00075,1992,小山田南３号橋,町道千改3号線,335.0,大河原町,宮城県,大河原町,2.0,38.03866,140.70071,2,1992,小山田南３号橋,町道千改3号線,大河原町,大河原町,335.0,BR0-043214-00075,3,2
"38.06359,140.74008",BR0-043214-00076,1995,小山田堀支線南３号橋,町道千改2号線,321.0,大河原町,宮城県,大河原町,3.0,38.06359,140.74008,3,1995,小山田堀支線南３号橋,町道千改2号線,大河原町,大河原町,321.0,BR0-043214-00076,3,3
"38.05993,140.75064",BR0-043214-00077,1992,小山田南４号橋,町道千改2号線,335.0,大河原町,宮城県,大河原町,2.0,38.05993,140.75064,2,1992,小山田南４号橋,町道千改2号線,大河原町,大河原町,335.0,BR0-043214-00077,3,2
"38.03394,140.71166",BR0-043214-00078,1995,小山田堀支線南１号橋,町道千改1号線,321.0,大河原町,宮城県,大河原町,2.0,38.03394,140.71166,2,1995,小山田堀支線南１号橋,町道千改1号線,大河原町,大河原町,321.0,BR0-043214-00078,3,2
"38.03512,140.71288",BR0-043214-00079,1990,小山田南５号橋,町道千改1号線,335.0,大河原町,宮城県,大河原町,2.0,38.03512,140.71288,2,1990,小山田南５号橋,町道千改1号線,大河原町,大河原町,335.0,BR0-043214-00079,3,2
"38.03520,140.71430",BR0-043214-00080,2011,小山田南１号橋,町道天神山線,335.0,大河原町,宮城県,大河原町,1.0,38.0352,140.7143,1,2011,小山田南１号橋,町道天神山線,大河原町,大河原町,335.0,BR0-043214-00080,3,1
"38.03426,140.71561",BR0-043214-00081,1993,橋本丑墓橋,町道千改8号線,335.0,大河原町,宮城県,大河原町,2.0,38.03426,140.71561,2,1993,橋本丑墓橋,町道千改8号線,大河原町,大河原町,335.0,BR0-043214-00081,3,2
"38.03520,140.71717",BR0-043214-00082,1967,青木馬取大橋,町道金改13の別線,310.0,大河原町,宮城県,大河原町,1.0,38.0352,140.71717,1,1967,青木馬取大橋,町道金改13の別線,大河原町,大河原町,310.0,BR0-043214-00082,3,1
"38.03809,140.71686",BR0-043214-00083,1967,青木馬取前橋,町道金改11号線,310.0,大河原町,宮城県,大河原町,1.0,38.03809,140.71686,1,1967,青木馬取前橋,町道金改11号線,大河原町,大河原町,310.0,BR0-043214-00083,3,1
"38.03649,140.71650",BR0-043214-00084,1993,天神馬取前２号橋,町道金改8号線,335.0,大河原町,宮城県,大河原町,2.0,38.03649,140.7165,2,1993,天神馬取前２号橋,町道金改8号線,大河原町,大河原町,335.0,BR0-043214-00084,3,2
"38.03812,140.72577",BR0-043214-00085,不明,青木堀新宮前橋,町道金改8号線,310.0,大河原町,宮城県,大河原町,2.0,38.03812,140.72577,2,不明,青木堀新宮前橋,町道金改8号線,大河原町,大河原町,310.0,BR0-043214-00085,3,2
"38.03839,140.73176",BR0-043214-00086,1967,小沼２号橋,町道金改55号線,335.0,大河原町,宮城県,大河原町,2.0,38.03839,140.73176,2,1967,小沼２号橋,町道金改55号線,大河原町,大河原町,335.0,BR0-043214-00086,3,2
"38.03607,140.73185",BR0-043214-00087,1967,小沼１号橋,町道金改56号線,310.0,大河原町,宮城県,大河原町,2.0,38.03607,140.73185,2,1967,小沼１号橋,町道金改56号線,大河原町,大河原町,310.0,BR0-043214-00087,3,2
"38.03601,140.73040",BR0-043214-00088,不明,大井戸１号橋,町道上道明神線,335.0,大河原町,宮城県,大河原町,1.0,38.03601,140.7304,1,不明,大井戸１号橋,町道上道明神線,大河原町,大河原町,335.0,BR0-043214-00088,3,1
"38.03748,140.73363",BR0-043214-00089,不明,愛宕石橋,町道上道明神線,310.0,大河原町,宮城県,大河原町,1.0,38.03748,140.73363,1,不明,愛宕石橋,町道上道明神線,大河原町,大河原町,310.0,BR0-043214-00089,3,1
"38.07110,140.70464",BR0-043214-00090,不明,明神橋,町道上道明神線,310.0,大河原町,宮城県,大河原町,1.0,38.0711,140.70464,1,不明,明神橋,町道上道明神線,大河原町,大河原町,310.0,BR0-043214-00090,3,1
"38.03977,140.73747",BR0-043214-00091,1992,青木休坂木橋,町道金改48号線,335.0,大河原町,宮城県,大河原町,2.0,38.03977,140.73747,2,1992,青木休坂木橋,町道金改48号線,大河原町,大河原町,335.0,BR0-043214-00091,3,2
"38.03877,140.73636",BR0-043214-00092,1991,青木休坂前橋,町道北フケ青木線,335.0,大河原町,宮城県,大河原町,2.0,38.03877,140.73636,2,1991,青木休坂前橋,町道北フケ青木線,大河原町,大河原町,335.0,BR0-043214-00092,3,2
"38.03854,140.73588",BR0-043214-00093,不明,湯の沢橋,町道ドブ線,310.0,大河原町,宮城県,大河原町,1.0,38.03854,140.73588,1,不明,湯の沢橋,町道ドブ線,大河原町,大河原町,310.0,BR0-043214-00093,3,1
"38.03818,140.74046",BR0-043214-00094,1991,青木車堂木橋,町道金改50号線,335.0,大河原町,宮城県,大河原町,2.0,38.03818,140.74046,2,1991,青木車堂木橋,町道金改50号線,大河原町,大河原町,335.0,BR0-043214-00094,3,2
"38.03938,140.74099",BR0-043214-00095,1991,青木車堂１号橋,町道金改51号線,335.0,大河原町,宮城県,大河原町,2.0,38.03938,140.74099,2,1991,青木車堂１号橋,町道金改51号線,大河原町,大河原町,335.0,BR0-043214-00095,3,2
"38.04218,140.74049",BR0-043214-00096,1990,青木車堂２号橋,町道金改58号線,335.0,大河原町,宮城県,大河原町,2.0,38.04218,140.74049,2,1990,青木車堂２号橋,町道金改58号線,大河原町,大河原町,335.0,BR0-043214-00096,3,2
"38.04267,140.74178",BR0-043214-00097,1993,山椒橋,町道島青木線,335.0,大河原町,宮城県,大河原町,2.0,38.04267,140.74178,2,1993,山椒橋,町道島青木線,大河原町,大河原町,335.0,BR0-043214-00097,3,2
"38.04297,140.74237",BR0-043214-00098,不明,上大谷川前橋,町道川前線,335.0,大河原町,宮城県,大河原町,2.0,38.04297,140.74237,2,不明,上大谷川前橋,町道川前線,大河原町,大河原町,335.0,BR0-043214-00098,3,2
"38.04326,140.74290",BR0-043214-00099,不明,上原橋,町道上大谷鉄道側線,310.0,大河原町,宮城県,大河原町,2.0,38.04326,140.7429,2,不明,上原橋,町道上大谷鉄道側線,大河原町,大河原町,310.0,BR0-043214-00099,3,2
"38.04216,140.74430",BR0-043214-00100,不明,上谷中の倉橋,町道上大谷鉄道側線,310.0,大河原町,宮城県,大河原町,3.0,38.04216,140.7443,3,不明,上谷中の倉橋,町道上大谷鉄道側線,大河原町,大河原町,310.0,BR0-043214-00100,3,3
