shisetsu_id,shisetsu_bangou,syogen.kasetsu_nendo,syogen.shisetsu.meisyou,syogen.rosen.meisyou,syogen.kouzou_keishiki.joubu,syogen.kanrisya.meisyou,syogen.gyousei_kuiki.todoufuken_mei,syogen.gyousei_kuiki.shikuchouson_mei,tenken.kiroku.hantei_kubun,緯度,経度,判定,架設年度,橋名,路線,市区町村,管理者,構造上部,施設番号,構造上部_百の位,健全度
"38.04161,140.74325",BR0-043214-00101,不明,鴻の巣１号橋,町道大志田線,310.0,大河原町,宮城県,大河原町,2.0,38.04161,140.74325,2,不明,鴻の巣１号橋,町道大志田線,大河原町,大河原町,310.0,BR0-043214-00101,3,2
"38.04416,140.74437",BR0-043214-00102,1989,鴻の巣２号橋,町道大志田線,310.0,大河原町,宮城県,大河原町,2.0,38.04416,140.74437,2,1989,鴻の巣２号橋,町道大志田線,大河原町,大河原町,310.0,BR0-043214-00102,3,2
"38.04515,140.74552",BR0-043214-00103,1984,堤上橋,町道堤上線,335.0,大河原町,宮城県,大河原町,2.0,38.04515,140.74552,2,1984,堤上橋,町道堤上線,大河原町,大河原町,335.0,BR0-043214-00103,3,2
"38.04419,140.74724",BR0-043214-00104,1987,新堀大巻橋,町道大巻１号線,310.0,大河原町,宮城県,大河原町,2.0,38.04419,140.74724,2,1987,新堀大巻橋,町道大巻１号線,大河原町,大河原町,310.0,BR0-043214-00104,3,2
"38.04468,140.74795",BR0-043214-00105,1999,新堀小島橋,町道小島10号線,335.0,大河原町,宮城県,大河原町,2.0,38.04468,140.74795,2,1999,新堀小島橋,町道小島10号線,大河原町,大河原町,335.0,BR0-043214-00105,3,2
"38.04644,140.74653",BR0-043214-00106,1967,運南新葉茂木2号橋,町道金改20号支線,310.0,大河原町,宮城県,大河原町,2.0,38.04644,140.74653,2,1967,運南新葉茂木2号橋,町道金改20号支線,大河原町,大河原町,310.0,BR0-043214-00106,3,2
"38.06056,140.70361",BR0-043214-00108,不明,本屋敷橋,新寺本屋敷線,310.0,大河原町,宮城県,大河原町,2.0,38.06056,140.70361,2,不明,本屋敷橋,新寺本屋敷線,大河原町,大河原町,310.0,BR0-043214-00108,3,2
"38.14261,140.70176",BR0-043222-00003,1962,滑澤橋,町道カケストヤ線,321.0,村田町,宮城県,村田町,2.0,38.14261,140.70176,2,1962,滑澤橋,町道カケストヤ線,村田町,村田町,321.0,BR0-043222-00003,3,2
"38.11727,140.73794",BR0-043222-00008,不明,5－4橋,町道百々目木線,335.0,村田町,宮城県,村田町,2.0,38.11727,140.73794,2,不明,5－4橋,町道百々目木線,村田町,村田町,335.0,BR0-043222-00008,3,2
"38.10017,140.71000",BR0-043222-00011,不明,6－2橋,町道西町薄木線,310.0,村田町,宮城県,村田町,2.0,38.10017,140.71,2,不明,6－2橋,町道西町薄木線,村田町,村田町,310.0,BR0-043222-00011,3,2
"38.09820,140.71527",BR0-043222-00013,不明,7－2橋,町道薄木沼田線,335.0,村田町,宮城県,村田町,2.0,38.0982,140.71527,2,不明,7－2橋,町道薄木沼田線,村田町,村田町,335.0,BR0-043222-00013,3,2
"38.08855,140.74051",BR0-043222-00015,不明,8－2橋,町道元関場鹿野線,335.0,村田町,宮城県,村田町,2.0,38.08855,140.74051,2,不明,8－2橋,町道元関場鹿野線,村田町,村田町,335.0,BR0-043222-00015,3,2
"38.15935,140.77642",BR0-043222-00019,不明,52－1橋,町道沢戸線,310.0,村田町,宮城県,村田町,2.0,38.15935,140.77642,2,不明,52－1橋,町道沢戸線,村田町,村田町,310.0,BR0-043222-00019,3,2
"38.13889,140.73250",BR0-043222-00021,不明,56－1橋,町道一本松岫線,310.0,村田町,宮城県,村田町,2.0,38.13889,140.7325,2,不明,56－1橋,町道一本松岫線,村田町,村田町,310.0,BR0-043222-00021,3,2
"38.14311,140.73095",BR0-043222-00022,不明,56－2橋,町道一本松岫線,310.0,村田町,宮城県,村田町,2.0,38.14311,140.73095,2,不明,56－2橋,町道一本松岫線,村田町,村田町,310.0,BR0-043222-00022,3,2
"38.13470,140.73097",BR0-043222-00023,不明,57－1橋,町道川久保大道線,310.0,村田町,宮城県,村田町,2.0,38.1347,140.73097,2,不明,57－1橋,町道川久保大道線,村田町,村田町,310.0,BR0-043222-00023,3,2
"38.12163,140.72817",BR0-043222-00027,不明,63－2橋,町道川畑東山線,335.0,村田町,宮城県,村田町,1.0,38.12163,140.72817,1,不明,63－2橋,町道川畑東山線,村田町,村田町,335.0,BR0-043222-00027,3,1
"38.09717,140.71795",BR0-043222-00032,不明,68－1橋,町道峰崎中田線,310.0,村田町,宮城県,村田町,2.0,38.09717,140.71795,2,不明,68－1橋,町道峰崎中田線,村田町,村田町,310.0,BR0-043222-00032,3,2
"38.09595,140.72626",BR0-043222-00033,不明,69－1橋,町道関場線,321.0,村田町,宮城県,村田町,2.0,38.09595,140.72626,2,不明,69－1橋,町道関場線,村田町,村田町,321.0,BR0-043222-00033,3,2
"38.08694,140.70269",BR0-043222-00034,不明,71－1橋,町道馬場入線,310.0,村田町,宮城県,村田町,2.0,38.08694,140.70269,2,不明,71－1橋,町道馬場入線,村田町,村田町,310.0,BR0-043222-00034,3,2
"38.17285,140.76977",BR0-043222-00041,不明,107－2橋,町道寺下大耕線,310.0,村田町,宮城県,村田町,2.0,38.17285,140.76977,2,不明,107－2橋,町道寺下大耕線,村田町,村田町,310.0,BR0-043222-00041,3,2
"38.17053,140.76952",BR0-043222-00042,不明,108－1橋,町道寺下境線,310.0,村田町,宮城県,村田町,2.0,38.17053,140.76952,2,不明,108－1橋,町道寺下境線,村田町,村田町,310.0,BR0-043222-00042,3,2
"38.17270,140.77025",BR0-043222-00043,不明,108－3橋,町道寺下境線,310.0,村田町,宮城県,村田町,2.0,38.1727,140.77025,2,不明,108－3橋,町道寺下境線,村田町,村田町,310.0,BR0-043222-00043,3,2
"38.16692,140.76066",BR0-043222-00045,不明,118－1橋,町道宮根線,310.0,村田町,宮城県,村田町,2.0,38.16692,140.76066,2,不明,118－1橋,町道宮根線,村田町,村田町,310.0,BR0-043222-00045,3,2
"38.16280,140.76143",BR0-043222-00046,不明,120－1橋,町道下倉赤道線,310.0,村田町,宮城県,村田町,2.0,38.1628,140.76143,2,不明,120－1橋,町道下倉赤道線,村田町,村田町,310.0,BR0-043222-00046,3,2
"38.16521,140.75569",BR0-043222-00047,不明,124－1橋,町道宮根掘ヶ沢線,310.0,村田町,宮城県,村田町,2.0,38.16521,140.75569,2,不明,124－1橋,町道宮根掘ヶ沢線,村田町,村田町,310.0,BR0-043222-00047,3,2
"38.14970,140.73491",BR0-043222-00048,不明,132－1橋,町道無刀関蛇ヶ沢線,310.0,村田町,宮城県,村田町,2.0,38.1497,140.73491,2,不明,132－1橋,町道無刀関蛇ヶ沢線,村田町,村田町,310.0,BR0-043222-00048,3,2
"38.16555,140.75604",BR0-043222-00049,不明,139－1橋,町道宮根下倉線,310.0,村田町,宮城県,村田町,2.0,38.16555,140.75604,2,不明,139－1橋,町道宮根下倉線,村田町,村田町,310.0,BR0-043222-00049,3,2
"38.12507,140.72610",BR0-043222-00056,不明,208－1橋,町道二月田一号線,310.0,村田町,宮城県,村田町,2.0,38.12507,140.7261,2,不明,208－1橋,町道二月田一号線,村田町,村田町,310.0,BR0-043222-00056,3,2
"38.14755,140.73156",BR0-043222-00058,不明,222－1橋,町道乗越石合線,310.0,村田町,宮城県,村田町,2.0,38.14755,140.73156,2,不明,222－1橋,町道乗越石合線,村田町,村田町,310.0,BR0-043222-00058,3,2
"38.10391,140.72074",BR0-043222-00063,不明,370－1橋,町道小谷成生線,310.0,村田町,宮城県,村田町,2.0,38.10391,140.72074,2,不明,370－1橋,町道小谷成生線,村田町,村田町,310.0,BR0-043222-00063,3,2
"38.10663,140.71170",BR0-043222-00064,不明,371－1橋,町道小谷線,310.0,村田町,宮城県,村田町,2.0,38.10663,140.7117,2,不明,371－1橋,町道小谷線,村田町,村田町,310.0,BR0-043222-00064,3,2
"38.11153,140.74509",BR0-043222-00065,不明,388－1橋,町道岩井沢線,310.0,村田町,宮城県,村田町,2.0,38.11153,140.74509,2,不明,388－1橋,町道岩井沢線,村田町,村田町,310.0,BR0-043222-00065,3,2
"38.09799,140.70179",BR0-043222-00066,不明,410－1橋,町道武久市線,310.0,村田町,宮城県,村田町,2.0,38.09799,140.70179,2,不明,410－1橋,町道武久市線,村田町,村田町,310.0,BR0-043222-00066,3,2
"38.09951,140.71277",BR0-043222-00067,不明,501－1橋,町道八光沼田境線,310.0,村田町,宮城県,村田町,2.0,38.09951,140.71277,2,不明,501－1橋,町道八光沼田境線,村田町,村田町,310.0,BR0-043222-00067,3,2
"38.08448,140.71155",BR0-043222-00068,不明,523－1橋,町道八反田線,310.0,村田町,宮城県,村田町,2.0,38.08448,140.71155,2,不明,523－1橋,町道八反田線,村田町,村田町,310.0,BR0-043222-00068,3,2
"38.08871,140.74069",BR0-043222-00071,不明,543－1橋,町道下大枝線,310.0,村田町,宮城県,村田町,2.0,38.08871,140.74069,2,不明,543－1橋,町道下大枝線,村田町,村田町,310.0,BR0-043222-00071,3,2
"38.08287,140.70555",BR0-043222-00073,1995,549－1橋,町道沼田寺前線,335.0,村田町,宮城県,村田町,2.0,38.08287,140.70555,2,1995,549－1橋,町道沼田寺前線,村田町,村田町,335.0,BR0-043222-00073,3,2
"38.06978,140.73592",BR0-043222-00077,1970,577－1橋,町道伊勢神社前線,310.0,村田町,宮城県,村田町,2.0,38.06978,140.73592,2,1970,577－1橋,町道伊勢神社前線,村田町,村田町,310.0,BR0-043222-00077,3,2
"38.06114,140.74855",BR0-043222-00079,不明,586－1橋,町道上ノ山線,335.0,村田町,宮城県,村田町,2.0,38.06114,140.74855,2,不明,586－1橋,町道上ノ山線,村田町,村田町,335.0,BR0-043222-00079,3,2
"38.17676,140.72273",BR0-043249-00009,1999,山崎橋,町道宮脇・平線,321.0,川崎町,宮城県,川崎町,2.0,38.17676,140.72273,2,1999,山崎橋,町道宮脇・平線,川崎町,川崎町,321.0,BR0-043249-00009,3,2
"38.25407,140.60231",BR0-043249-00013,1991,栃原１号橋,町道所夫・栃原線,321.0,川崎町,宮城県,川崎町,2.0,38.25407,140.60231,2,1991,栃原１号橋,町道所夫・栃原線,川崎町,川崎町,321.0,BR0-043249-00013,3,2
"38.17812,140.62458",BR0-043249-00025,1988,中ノ内２号橋,町道北原・中ノ内線,310.0,川崎町,宮城県,川崎町,2.0,38.17812,140.62458,2,1988,中ノ内２号橋,町道北原・中ノ内線,川崎町,川崎町,310.0,BR0-043249-00025,3,2
"38.16921,140.71614",BR0-043249-00032,1975,高橋橋,町道支倉・村田線,312.0,川崎町,宮城県,川崎町,2.0,38.16921,140.71614,2,1975,高橋橋,町道支倉・村田線,川崎町,川崎町,312.0,BR0-043249-00032,3,2
"38.17372,140.64810",BR0-043249-00035,1973,新町橋,町道川崎・永野線,310.0,川崎町,宮城県,川崎町,3.0,38.17372,140.6481,3,1973,新町橋,町道川崎・永野線,川崎町,川崎町,310.0,BR0-043249-00035,3,3
"38.16828,140.60868",BR0-043249-00036,不明,前川枇杷落１号橋,町道前川・枇杷落線,310.0,川崎町,宮城県,川崎町,2.0,38.16828,140.60868,2,不明,前川枇杷落１号橋,町道前川・枇杷落線,川崎町,川崎町,310.0,BR0-043249-00036,3,2
"38.16979,140.60348",BR0-043249-00037,不明,前川枇杷落２号橋,町道前川・枇杷落線,310.0,川崎町,宮城県,川崎町,2.0,38.16979,140.60348,2,不明,前川枇杷落２号橋,町道前川・枇杷落線,川崎町,川崎町,310.0,BR0-043249-00037,3,2
"38.18024,140.66355",BR0-043249-00043,不明,川崎小野１号橋,町道川崎・小野線,310.0,川崎町,宮城県,川崎町,2.0,38.18024,140.66355,2,不明,川崎小野１号橋,町道川崎・小野線,川崎町,川崎町,310.0,BR0-043249-00043,3,2
"38.19710,140.59698",BR0-043249-00048,不明,野上太郎川１号橋,町道野上・太郎川線,310.0,川崎町,宮城県,川崎町,2.0,38.1971,140.59698,2,不明,野上太郎川１号橋,町道野上・太郎川線,川崎町,川崎町,310.0,BR0-043249-00048,3,2
"38.17755,140.63861",BR0-043249-00050,不明,荒町北川１号橋,町道荒町・北川線,310.0,川崎町,宮城県,川崎町,2.0,38.17755,140.63861,2,不明,荒町北川１号橋,町道荒町・北川線,川崎町,川崎町,310.0,BR0-043249-00050,3,2
"38.19290,140.60324",BR0-043249-00051,不明,野上下原１号橋,町道野上・下原線,310.0,川崎町,宮城県,川崎町,2.0,38.1929,140.60324,2,不明,野上下原１号橋,町道野上・下原線,川崎町,川崎町,310.0,BR0-043249-00051,3,2
"38.17842,140.65408",BR0-043249-00053,不明,赤萩龍雲寺１号橋,町道赤萩・龍雲寺線,310.0,川崎町,宮城県,川崎町,2.0,38.17842,140.65408,2,不明,赤萩龍雲寺１号橋,町道赤萩・龍雲寺線,川崎町,川崎町,310.0,BR0-043249-00053,3,2
"38.18243,140.66423",BR0-043249-00060,不明,高野田１号橋,町道高野田3号線,310.0,川崎町,宮城県,川崎町,2.0,38.18243,140.66423,2,不明,高野田１号橋,町道高野田3号線,川崎町,川崎町,310.0,BR0-043249-00060,3,2
"38.21498,140.72440",BR0-043249-00066,2024,追の沢橋,町道碁石・秋保線,335.0,川崎町,宮城県,川崎町,,38.21498,140.7244,other,2024,追の沢橋,町道碁石・秋保線,川崎町,川崎町,335.0,BR0-043249-00066,3,1
