N,L=1,L=3,L=5,L=7,L=10
300,3.6989565484487654,1.5674755917887597,1.1458643063026062,1.0100631071258819,0.9772576610205915
301,3.711286403610261,1.5715548449145391,1.1479716118060765,1.0109314361634014,0.9775942160553864
302,3.7236162587717554,1.5756347060056133,1.1500837804401747,1.0118024721254744,0.9779279225502819
303,3.735946113933252,1.579715166574499,1.152200804645361,1.012676286018019,0.9782588391936083
304,3.748275969094747,1.5837962181703873,1.1543226759561689,1.013552947872971,0.9785870242392805
305,3.7606058242562446,1.5878778523816526,1.156449385018835,1.0144325267518186,0.9789125355133871
306,3.7729356794177393,1.5919600608382574,1.1585809216087988,1.0153150907491209,0.9792354304206741
307,3.785265534579234,1.596042835214053,1.1607172746480765,1.0162007069960355,0.9795557659509189
308,3.79759538974073,1.6001261672289697,1.1628584322225,1.0170894416638359,0.9798735986851996
309,3.8099252449022267,1.6042100486511135,1.1650043815988214,1.0179813599674365,0.9801889848020621
310,3.822255100063723,1.6082944712987586,1.1671551092416874,1.0188765261689101,0.9805019800835749
311,3.8345849552252202,1.6123794270422445,1.169310600830481,1.0197750035810142,0.9808126399212926
312,3.8469148103867146,1.616464907805787,1.1714708412760173,1.0206768545707166,0.9811210193221043
313,3.8592446655482116,1.620550905569184,1.1736358147371178,1.0215821405627306,0.9814271729139925
314,3.8715745207097068,1.6246374123694551,1.1758055046370386,1.0224909220430474,0.9817311549516851
315,3.883904375871203,1.6287244203023692,1.1779798936797616,1.023403258562484,0.9820330193222083
316,3.896234231032698,1.6328119215239139,1.180158963866154,1.0243192087402313,0.9823328195503447
317,3.9085640861941933,1.636899908251667,1.1823426965099815,1.0252388302674136,0.9826306088039917
318,3.9208939413556894,1.6409883727660988,1.184531072253785,1.0261621799106622,0.9829264398994236
319,3.9332237965171863,1.6450773074117935,1.1867240710846214,1.0270893135156884,0.983220365306459
320,3.9455536516786824,1.6491667045985976,1.1889216723496572,1.02802028601088,0.9835124371535334
321,3.9578835068401776,1.6532565568026998,1.1911238547716265,1.0289551514108985,0.9838027072326783
322,3.9702133620016733,1.6573468565676388,1.1933305964641439,1.0298939628202985,0.9840912270044072
